Date,Food item,Qty,Temperature,Precipitation,Day,Month,Special Occasion
2018-03-01,Chicken Biryani,15,23,28.6,Thursday,March,Normal Day
2018-03-02,Chicken Biryani,5,21,31.6,Friday,March,Normal Day
2018-03-03,Chicken Biryani,46,16,1.8,Saturday,March,Normal Day
2018-03-04,Chicken Biryani,50,18,24.2,Sunday,March,Normal Day
2018-03-05,Chicken Biryani,48,23,29.9,Monday,March,Normal Day
2018-03-06,Chicken Biryani,6,26,28.2,Tuesday,March,Normal Day
2018-03-07,Chicken Biryani,25,28,31.7,Wednesday,March,Normal Day
2018-03-08,Chicken Biryani,46,16,25.1,Thursday,March,Normal Day
2018-03-09,Chicken Biryani,40,24,15.0,Friday,March,Normal Day
2018-03-10,Chicken Biryani,29,23,10.8,Saturday,March,Normal Day
2018-03-11,Chicken Biryani,7,24,11.1,Sunday,March,Normal Day
2018-03-12,Chicken Biryani,40,19,24.0,Monday,March,Normal Day
2018-03-13,Chicken Biryani,13,16,24.7,Tuesday,March,Normal Day
2018-03-14,Chicken Biryani,38,18,7.2,Wednesday,March,Normal Day
2018-03-15,Chicken Biryani,18,26,28.6,Thursday,March,Normal Day
2018-03-16,Chicken Biryani,2,29,23.7,Friday,March,Normal Day
2018-03-17,Chicken Biryani,8,26,18.8,Saturday,March,Normal Day
2018-03-18,Chicken Biryani,11,21,15.9,Sunday,March,Normal Day
2018-03-19,Chicken Biryani,33,26,18.2,Monday,March,Normal Day
2018-03-20,Chicken Biryani,38,27,5.9,Tuesday,March,Normal Day
2018-03-21,Chicken Biryani,48,22,7.3,Wednesday,March,Normal Day
2018-03-22,Chicken Biryani,27,29,3.7,Thursday,March,Normal Day
2018-03-23,Chicken Biryani,20,17,5.7,Friday,March,Normal Day
2018-03-24,Chicken Biryani,12,28,15.3,Saturday,March,Normal Day
2018-03-25,Chicken Biryani,43,15,17.8,Sunday,March,Normal Day
2018-03-26,Chicken Biryani,31,18,1.4,Monday,March,Normal Day
2018-03-27,Chicken Biryani,27,16,26.3,Tuesday,March,Normal Day
2018-03-28,Chicken Biryani,32,22,10.2,Wednesday,March,Normal Day
2018-03-29,Chicken Biryani,10,18,30.0,Thursday,March,Normal Day
2018-03-30,Chicken Biryani,3,16,31.8,Friday,March,Normal Day
2018-03-31,Chicken Biryani,45,28,6.7,Saturday,March,Normal Day
2018-04-01,Chicken Biryani,27,20,15.6,Sunday,April,Normal Day
2018-04-02,Chicken Biryani,35,20,0.8,Monday,April,Normal Day
2018-04-03,Chicken Biryani,31,24,19.9,Tuesday,April,Normal Day
2018-04-04,Chicken Biryani,15,18,20.2,Wednesday,April,Normal Day
2018-04-05,Chicken Biryani,16,20,8.7,Thursday,April,Normal Day
2018-04-06,Chicken Biryani,13,27,18.7,Friday,April,Normal Day
2018-04-07,Chicken Biryani,49,29,8.0,Saturday,April,Normal Day
2018-04-08,Chicken Biryani,35,16,5.9,Sunday,April,Normal Day
2018-04-09,Chicken Biryani,52,24,21.6,Monday,April,Normal Day
2018-04-10,Chicken Biryani,11,26,11.2,Tuesday,April,Normal Day
2018-04-11,Chicken Biryani,21,16,19.7,Wednesday,April,Normal Day
2018-04-12,Chicken Biryani,51,24,14.7,Thursday,April,Normal Day
2018-04-13,Chicken Biryani,11,28,32.3,Friday,April,Normal Day
2018-04-14,Chicken Biryani,30,18,5.6,Saturday,April,Normal Day
2018-04-15,Chicken Biryani,48,28,15.7,Sunday,April,Normal Day
2018-04-16,Chicken Biryani,35,29,22.6,Monday,April,Normal Day
2018-04-17,Chicken Biryani,22,29,13.5,Tuesday,April,Normal Day
2018-04-18,Chicken Biryani,38,22,32.0,Wednesday,April,Normal Day
2018-04-19,Chicken Biryani,31,28,23.9,Thursday,April,Normal Day
2018-04-20,Chicken Biryani,14,21,21.8,Friday,April,Normal Day
2018-04-21,Chicken Biryani,24,26,25.0,Saturday,April,Normal Day
2018-04-22,Chicken Biryani,50,23,31.3,Sunday,April,Normal Day
2018-04-23,Chicken Biryani,49,28,29.9,Monday,April,Normal Day
2018-04-24,Chicken Biryani,32,22,24.0,Tuesday,April,Normal Day
2018-04-25,Chicken Biryani,36,19,24.8,Wednesday,April,Normal Day
2018-04-26,Chicken Biryani,32,27,5.5,Thursday,April,Normal Day
2018-04-27,Chicken Biryani,15,16,4.1,Friday,April,Normal Day
2018-04-28,Chicken Biryani,43,29,19.1,Saturday,April,Normal Day
2018-04-29,Chicken Biryani,35,19,1.4,Sunday,April,Normal Day
2018-04-30,Chicken Biryani,3,22,16.2,Monday,April,Normal Day
2018-05-01,Chicken Biryani,16,24,7.5,Tuesday,May,Normal Day
2018-05-02,Chicken Biryani,5,23,11.9,Wednesday,May,Normal Day
2018-05-03,Chicken Biryani,21,26,25.6,Thursday,May,Normal Day
2018-05-04,Chicken Biryani,10,26,30.9,Friday,May,Normal Day
2018-05-05,Chicken Biryani,19,26,3.1,Saturday,May,Normal Day
2018-05-06,Chicken Biryani,25,27,17.9,Sunday,May,Normal Day
2018-05-07,Chicken Biryani,4,23,29.0,Monday,May,Normal Day
2018-05-08,Chicken Biryani,29,27,3.4,Tuesday,May,Normal Day
2018-05-09,Chicken Biryani,19,29,27.2,Wednesday,May,Normal Day
2018-05-10,Chicken Biryani,43,27,12.2,Thursday,May,Normal Day
2018-05-11,Chicken Biryani,2,15,11.1,Friday,May,Normal Day
2018-05-12,Chicken Biryani,10,23,32.1,Saturday,May,Normal Day
2018-05-13,Chicken Biryani,43,21,7.2,Sunday,May,Normal Day
2018-05-14,Chicken Biryani,25,23,23.0,Monday,May,Normal Day
2018-05-15,Chicken Biryani,20,22,27.1,Tuesday,May,Normal Day
2018-05-16,Chicken Biryani,48,15,2.1,Wednesday,May,Normal Day
2018-05-17,Chicken Biryani,19,26,22.3,Thursday,May,Normal Day
2018-05-18,Chicken Biryani,23,22,31.2,Friday,May,Normal Day
2018-05-19,Chicken Biryani,24,22,4.8,Saturday,May,Normal Day
2018-05-20,Chicken Biryani,11,29,29.5,Sunday,May,Normal Day
2018-05-21,Chicken Biryani,46,25,19.8,Monday,May,Normal Day
2018-05-22,Chicken Biryani,34,17,20.5,Tuesday,May,Normal Day
2018-05-23,Chicken Biryani,28,15,20.4,Wednesday,May,Normal Day
2018-05-24,Chicken Biryani,5,22,10.4,Thursday,May,Normal Day
2018-05-25,Chicken Biryani,5,17,30.7,Friday,May,Normal Day
2018-05-26,Chicken Biryani,51,17,31.1,Saturday,May,Normal Day
2018-05-27,Chicken Biryani,21,15,20.8,Sunday,May,Normal Day
2018-05-28,Chicken Biryani,12,25,25.9,Monday,May,Normal Day
2018-05-29,Chicken Biryani,50,19,20.4,Tuesday,May,Normal Day
2018-05-30,Chicken Biryani,4,24,16.3,Wednesday,May,Normal Day
2018-05-31,Chicken Biryani,49,21,21.9,Thursday,May,Normal Day
2018-06-01,Chicken Biryani,42,24,18.5,Friday,June,Normal Day
2018-06-02,Chicken Biryani,20,23,19.9,Saturday,June,Normal Day
2018-06-03,Chicken Biryani,38,26,25.9,Sunday,June,Normal Day
2018-06-04,Chicken Biryani,25,21,16.2,Monday,June,Normal Day
2018-06-05,Chicken Biryani,14,23,2.1,Tuesday,June,Normal Day
2018-06-06,Chicken Biryani,11,22,6.0,Wednesday,June,Normal Day
2018-06-07,Chicken Biryani,32,26,14.8,Thursday,June,Normal Day
2018-06-08,Chicken Biryani,11,16,24.0,Friday,June,Normal Day
2018-06-09,Chicken Biryani,18,15,19.8,Saturday,June,Normal Day
2018-06-10,Chicken Biryani,27,21,21.6,Sunday,June,Normal Day
2018-06-11,Chicken Biryani,18,21,16.1,Monday,June,Normal Day
2018-06-12,Chicken Biryani,23,28,20.5,Tuesday,June,Normal Day
2018-06-13,Chicken Biryani,11,22,11.3,Wednesday,June,Normal Day
2018-06-14,Chicken Biryani,21,19,15.8,Thursday,June,Normal Day
2018-06-15,Chicken Biryani,44,17,24.6,Friday,June,Normal Day
2018-06-16,Chicken Biryani,5,26,28.7,Saturday,June,Normal Day
2018-06-17,Chicken Biryani,23,22,14.7,Sunday,June,Normal Day
2018-06-18,Chicken Biryani,41,20,2.2,Monday,June,Normal Day
2018-06-19,Chicken Biryani,25,25,6.0,Tuesday,June,Normal Day
2018-06-20,Chicken Biryani,41,17,1.5,Wednesday,June,Normal Day
2018-06-21,Chicken Biryani,10,15,21.7,Thursday,June,Normal Day
2018-06-22,Chicken Biryani,22,17,11.4,Friday,June,Normal Day
2018-06-23,Chicken Biryani,19,19,18.2,Saturday,June,Normal Day
2018-06-24,Chicken Biryani,1,29,16.6,Sunday,June,Normal Day
2018-06-25,Chicken Biryani,7,28,3.4,Monday,June,Normal Day
2018-06-26,Chicken Biryani,4,17,13.7,Tuesday,June,Normal Day
2018-06-27,Chicken Biryani,1,15,7.9,Wednesday,June,Normal Day
2018-06-28,Chicken Biryani,15,19,14.2,Thursday,June,Normal Day
2018-06-29,Chicken Biryani,40,24,7.3,Friday,June,Normal Day
2018-06-30,Chicken Biryani,12,21,27.7,Saturday,June,Normal Day
2018-07-01,Chicken Biryani,22,29,6.4,Sunday,July,Normal Day
2018-07-02,Chicken Biryani,22,28,31.5,Monday,July,Normal Day
2018-07-03,Chicken Biryani,50,21,14.1,Tuesday,July,Normal Day
2018-07-04,Chicken Biryani,47,25,27.9,Wednesday,July,Normal Day
2018-07-05,Chicken Biryani,17,23,20.9,Thursday,July,Normal Day
2018-07-06,Chicken Biryani,29,29,24.3,Friday,July,Normal Day
2018-07-07,Chicken Biryani,46,29,25.4,Saturday,July,Normal Day
2018-07-08,Chicken Biryani,14,24,17.0,Sunday,July,Normal Day
2018-07-09,Chicken Biryani,50,24,18.2,Monday,July,Normal Day
2018-07-10,Chicken Biryani,20,26,17.2,Tuesday,July,Normal Day
2018-07-11,Chicken Biryani,50,27,19.6,Wednesday,July,Normal Day
2018-07-12,Chicken Biryani,48,17,1.7,Thursday,July,Normal Day
2018-07-13,Chicken Biryani,33,29,13.5,Friday,July,Normal Day
2018-07-14,Chicken Biryani,43,21,20.2,Saturday,July,Normal Day
2018-07-15,Chicken Biryani,15,15,19.9,Sunday,July,Normal Day
2018-07-16,Chicken Biryani,12,18,26.2,Monday,July,Normal Day
2018-07-17,Chicken Biryani,40,27,21.8,Tuesday,July,Normal Day
2018-07-18,Chicken Biryani,20,18,32.5,Wednesday,July,Normal Day
2018-07-19,Chicken Biryani,30,28,9.9,Thursday,July,Normal Day
2018-07-20,Chicken Biryani,38,19,12.3,Friday,July,Normal Day
2018-07-21,Chicken Biryani,3,21,13.1,Saturday,July,Normal Day
2018-07-22,Chicken Biryani,28,21,15.7,Sunday,July,Normal Day
2018-07-23,Chicken Biryani,26,27,27.6,Monday,July,Normal Day
2018-07-24,Chicken Biryani,30,29,8.3,Tuesday,July,Normal Day
2018-07-25,Chicken Biryani,13,25,25.6,Wednesday,July,Normal Day
2018-07-26,Chicken Biryani,13,27,13.8,Thursday,July,Normal Day
2018-07-27,Chicken Biryani,2,18,20.1,Friday,July,Normal Day
2018-07-28,Chicken Biryani,37,27,21.0,Saturday,July,Normal Day
2018-07-29,Chicken Biryani,49,21,12.7,Sunday,July,Normal Day
2018-07-30,Chicken Biryani,38,25,17.2,Monday,July,Normal Day
2018-07-31,Chicken Biryani,2,17,14.0,Tuesday,July,Normal Day
2018-08-01,Chicken Biryani,36,20,3.0,Wednesday,August,Normal Day
2018-08-02,Chicken Biryani,26,26,14.8,Thursday,August,Normal Day
2018-08-03,Chicken Biryani,11,16,3.9,Friday,August,Normal Day
2018-08-04,Chicken Biryani,8,24,13.8,Saturday,August,Normal Day
2018-08-05,Chicken Biryani,44,27,19.8,Sunday,August,Normal Day
2018-08-06,Chicken Biryani,40,28,19.3,Monday,August,Normal Day
2018-08-07,Chicken Biryani,43,23,22.0,Tuesday,August,Normal Day
2018-08-08,Chicken Biryani,22,19,3.8,Wednesday,August,Normal Day
2018-08-09,Chicken Biryani,20,20,21.7,Thursday,August,Normal Day
2018-08-10,Chicken Biryani,8,26,10.8,Friday,August,Normal Day
2018-08-11,Chicken Biryani,29,26,13.6,Saturday,August,Normal Day
2018-08-12,Chicken Biryani,40,26,28.3,Sunday,August,Normal Day
2018-08-13,Chicken Biryani,26,26,1.1,Monday,August,Normal Day
2018-08-14,Chicken Biryani,30,18,19.6,Tuesday,August,Normal Day
2018-08-15,Chicken Biryani,17,28,20.0,Wednesday,August,Normal Day
2018-08-16,Chicken Biryani,20,28,13.5,Thursday,August,Normal Day
2018-08-17,Chicken Biryani,52,25,8.4,Friday,August,Normal Day
2018-08-18,Chicken Biryani,16,24,8.3,Saturday,August,Normal Day
2018-08-19,Chicken Biryani,46,21,29.1,Sunday,August,Normal Day
2018-08-20,Chicken Biryani,43,26,14.9,Monday,August,Normal Day
2018-08-21,Chicken Biryani,7,23,11.4,Tuesday,August,Normal Day
2018-08-22,Chicken Biryani,16,21,15.2,Wednesday,August,Normal Day
2018-08-23,Chicken Biryani,45,28,22.2,Thursday,August,Normal Day
2018-08-24,Chicken Biryani,47,15,5.5,Friday,August,Normal Day
2018-08-25,Chicken Biryani,48,15,15.2,Saturday,August,Normal Day
2018-08-26,Chicken Biryani,27,23,19.6,Sunday,August,Normal Day
2018-08-27,Chicken Biryani,23,25,31.2,Monday,August,Normal Day
2018-08-28,Chicken Biryani,24,28,8.9,Tuesday,August,Normal Day
2018-08-29,Chicken Biryani,9,23,12.3,Wednesday,August,Normal Day
2018-08-30,Chicken Biryani,35,18,12.9,Thursday,August,Normal Day
2018-08-31,Chicken Biryani,51,27,20.2,Friday,August,Normal Day
2018-09-01,Chicken Biryani,20,23,12.2,Saturday,September,Normal Day
2018-09-02,Chicken Biryani,37,17,17.9,Sunday,September,Normal Day
2018-09-03,Chicken Biryani,42,21,25.8,Monday,September,Normal Day
2018-09-04,Chicken Biryani,17,20,23.4,Tuesday,September,Normal Day
2018-09-05,Chicken Biryani,47,22,15.1,Wednesday,September,Normal Day
2018-09-06,Chicken Biryani,31,25,28.5,Thursday,September,Normal Day
2018-09-07,Chicken Biryani,8,23,18.7,Friday,September,Normal Day
2018-09-08,Chicken Biryani,15,28,18.1,Saturday,September,Normal Day
2018-09-09,Chicken Biryani,31,19,1.9,Sunday,September,Normal Day
2018-09-10,Chicken Biryani,30,15,32.4,Monday,September,Normal Day
2018-09-11,Chicken Biryani,46,17,4.7,Tuesday,September,Normal Day
2018-09-12,Chicken Biryani,20,24,8.2,Wednesday,September,Normal Day
2018-09-13,Chicken Biryani,39,26,2.5,Thursday,September,Normal Day
2018-09-14,Chicken Biryani,12,22,21.3,Friday,September,Normal Day
2018-09-15,Chicken Biryani,49,29,8.0,Saturday,September,Normal Day
2018-09-16,Chicken Biryani,17,25,6.6,Sunday,September,Normal Day
2018-09-17,Chicken Biryani,42,20,3.6,Monday,September,Normal Day
2018-09-18,Chicken Biryani,30,22,4.1,Tuesday,September,Normal Day
2018-09-19,Chicken Biryani,29,23,19.5,Wednesday,September,Normal Day
2018-09-20,Chicken Biryani,19,18,22.8,Thursday,September,Normal Day
2018-09-21,Chicken Biryani,46,15,13.5,Friday,September,Normal Day
2018-09-22,Chicken Biryani,11,28,16.2,Saturday,September,Normal Day
2018-09-23,Chicken Biryani,34,15,22.8,Sunday,September,Normal Day
2018-09-24,Chicken Biryani,50,24,1.4,Monday,September,Normal Day
2018-09-25,Chicken Biryani,7,18,11.1,Tuesday,September,Normal Day
2018-09-26,Chicken Biryani,44,26,31.9,Wednesday,September,Normal Day
2018-09-27,Chicken Biryani,34,28,19.4,Thursday,September,Normal Day
2018-09-28,Chicken Biryani,20,21,8.9,Friday,September,Normal Day
2018-09-29,Chicken Biryani,50,16,17.5,Saturday,September,Normal Day
2018-09-30,Chicken Biryani,38,17,11.8,Sunday,September,Normal Day
2018-10-01,Chicken Biryani,24,15,17.8,Monday,October,Normal Day
2018-10-02,Chicken Biryani,10,19,4.8,Tuesday,October,Normal Day
2018-10-03,Chicken Biryani,32,15,5.0,Wednesday,October,Normal Day
2018-10-04,Chicken Biryani,52,22,5.4,Thursday,October,Normal Day
2018-10-05,Chicken Biryani,15,15,30.9,Friday,October,Normal Day
2018-10-06,Chicken Biryani,37,25,24.3,Saturday,October,Normal Day
2018-10-07,Chicken Biryani,20,15,6.0,Sunday,October,Normal Day
2018-10-08,Chicken Biryani,3,16,6.8,Monday,October,Normal Day
2018-10-09,Chicken Biryani,37,16,24.2,Tuesday,October,Normal Day
2018-10-10,Chicken Biryani,40,26,5.8,Wednesday,October,Normal Day
2018-10-11,Chicken Biryani,8,20,8.3,Thursday,October,Normal Day
2018-10-12,Chicken Biryani,40,21,31.6,Friday,October,Normal Day
2018-10-13,Chicken Biryani,44,19,9.0,Saturday,October,Normal Day
2018-10-14,Chicken Biryani,23,15,22.0,Sunday,October,Normal Day
2018-10-15,Chicken Biryani,40,15,32.1,Monday,October,Normal Day
2018-10-16,Chicken Biryani,11,17,12.8,Tuesday,October,Normal Day
2018-10-17,Chicken Biryani,46,28,1.4,Wednesday,October,Normal Day
2018-10-18,Chicken Biryani,8,16,8.6,Thursday,October,Normal Day
2018-10-19,Chicken Biryani,29,19,27.4,Friday,October,Normal Day
2018-10-20,Chicken Biryani,30,26,28.5,Saturday,October,Normal Day
2018-10-21,Chicken Biryani,10,24,25.4,Sunday,October,Normal Day
2018-10-22,Chicken Biryani,39,20,4.4,Monday,October,Normal Day
2018-10-23,Chicken Biryani,28,21,26.3,Tuesday,October,Normal Day
2018-10-24,Chicken Biryani,49,18,30.2,Wednesday,October,Normal Day
2018-10-25,Chicken Biryani,36,21,20.0,Thursday,October,Normal Day
2018-10-26,Chicken Biryani,13,25,30.9,Friday,October,Normal Day
2018-10-27,Chicken Biryani,32,22,27.3,Saturday,October,Normal Day
2018-10-28,Chicken Biryani,36,25,22.1,Sunday,October,Normal Day
2018-10-29,Chicken Biryani,37,15,19.3,Monday,October,Normal Day
2018-10-30,Chicken Biryani,26,29,12.0,Tuesday,October,Normal Day
2018-10-31,Chicken Biryani,22,20,5.9,Wednesday,October,Normal Day
2018-11-01,Chicken Biryani,4,22,20.2,Thursday,November,Normal Day
2018-11-02,Chicken Biryani,31,19,11.0,Friday,November,Normal Day
2018-11-03,Chicken Biryani,18,18,28.5,Saturday,November,Normal Day
2018-11-04,Chicken Biryani,38,16,32.6,Sunday,November,Normal Day
2018-11-05,Chicken Biryani,24,20,24.9,Monday,November,Normal Day
2018-11-06,Chicken Biryani,23,20,3.7,Tuesday,November,Normal Day
2018-11-07,Chicken Biryani,22,25,10.0,Wednesday,November,Normal Day
2018-11-08,Chicken Biryani,2,29,4.3,Thursday,November,Normal Day
2018-11-09,Chicken Biryani,31,15,21.6,Friday,November,Normal Day
2018-11-10,Chicken Biryani,11,23,25.3,Saturday,November,Normal Day
2018-11-11,Chicken Biryani,28,26,30.4,Sunday,November,Normal Day
2018-11-12,Chicken Biryani,46,25,14.8,Monday,November,Normal Day
2018-11-13,Chicken Biryani,32,20,29.6,Tuesday,November,Normal Day
2018-11-14,Chicken Biryani,5,27,28.9,Wednesday,November,Normal Day
2018-11-15,Chicken Biryani,38,17,11.0,Thursday,November,Normal Day
2018-11-16,Chicken Biryani,10,18,28.6,Friday,November,Normal Day
2018-11-17,Chicken Biryani,40,26,12.8,Saturday,November,Normal Day
2018-11-18,Chicken Biryani,46,25,10.3,Sunday,November,Normal Day
2018-11-19,Chicken Biryani,24,18,21.6,Monday,November,Normal Day
2018-11-20,Chicken Biryani,35,17,11.3,Tuesday,November,Normal Day
2018-11-21,Chicken Biryani,44,24,21.0,Wednesday,November,Normal Day
2018-11-22,Chicken Biryani,48,17,20.3,Thursday,November,Normal Day
2018-11-23,Chicken Biryani,23,29,18.8,Friday,November,Normal Day
2018-11-24,Chicken Biryani,17,17,13.0,Saturday,November,Normal Day
2018-11-25,Chicken Biryani,1,18,18.4,Sunday,November,Normal Day
2018-11-26,Chicken Biryani,31,21,19.9,Monday,November,Normal Day
2018-11-27,Chicken Biryani,31,18,18.3,Tuesday,November,Normal Day
2018-11-28,Chicken Biryani,42,23,15.0,Wednesday,November,Normal Day
2018-11-29,Chicken Biryani,42,15,1.3,Thursday,November,Normal Day
2018-11-30,Chicken Biryani,34,22,19.6,Friday,November,Normal Day
2018-12-01,Chicken Biryani,9,21,6.2,Saturday,December,Normal Day
2018-12-02,Chicken Biryani,22,16,21.4,Sunday,December,Normal Day
2018-12-03,Chicken Biryani,13,22,25.1,Monday,December,Normal Day
2018-12-04,Chicken Biryani,25,15,16.8,Tuesday,December,Normal Day
2018-12-05,Chicken Biryani,48,25,18.2,Wednesday,December,Normal Day
2018-12-06,Chicken Biryani,18,26,31.2,Thursday,December,Normal Day
2018-12-07,Chicken Biryani,51,23,27.9,Friday,December,Normal Day
2018-12-08,Chicken Biryani,12,23,30.1,Saturday,December,Normal Day
2018-12-09,Chicken Biryani,40,16,26.8,Sunday,December,Normal Day
2018-12-10,Chicken Biryani,17,21,4.3,Monday,December,Normal Day
2018-12-11,Chicken Biryani,15,29,5.6,Tuesday,December,Normal Day
2018-12-12,Chicken Biryani,42,28,17.7,Wednesday,December,Normal Day
2018-12-13,Chicken Biryani,15,24,8.7,Thursday,December,Normal Day
2018-12-14,Chicken Biryani,15,17,16.1,Friday,December,Normal Day
2018-12-15,Chicken Biryani,39,21,13.4,Saturday,December,Normal Day
2018-12-16,Chicken Biryani,13,26,18.4,Sunday,December,Normal Day
2018-12-17,Chicken Biryani,17,24,24.7,Monday,December,Normal Day
2018-12-18,Chicken Biryani,32,23,23.7,Tuesday,December,Normal Day
2018-12-19,Chicken Biryani,9,18,17.5,Wednesday,December,Normal Day
2018-12-20,Chicken Biryani,40,26,27.1,Thursday,December,Normal Day
2018-12-21,Chicken Biryani,20,15,14.6,Friday,December,Normal Day
2018-12-22,Chicken Biryani,26,16,29.5,Saturday,December,Normal Day
2018-12-23,Chicken Biryani,27,15,3.1,Sunday,December,Normal Day
2018-12-24,Chicken Biryani,21,28,31.3,Monday,December,Normal Day
2018-12-25,Chicken Biryani,18,26,21.8,Tuesday,December,Normal Day
2018-12-26,Chicken Biryani,13,19,13.0,Wednesday,December,Normal Day
2018-12-27,Chicken Biryani,16,19,7.1,Thursday,December,Normal Day
2018-12-28,Chicken Biryani,9,25,16.1,Friday,December,Normal Day
2018-12-29,Chicken Biryani,12,21,7.0,Saturday,December,Normal Day
2018-12-30,Chicken Biryani,44,23,6.1,Sunday,December,Normal Day
2018-12-31,Chicken Biryani,38,23,20.6,Monday,December,New Year Eve
2019-01-01,Chicken Biryani,19,17,17.5,Tuesday,January,New Year
2019-01-02,Chicken Biryani,7,17,22.2,Wednesday,January,Normal Day
2019-01-03,Chicken Biryani,35,17,30.5,Thursday,January,Normal Day
2019-01-04,Chicken Biryani,48,18,17.8,Friday,January,Normal Day
2019-01-05,Chicken Biryani,18,22,19.4,Saturday,January,Normal Day
2019-01-06,Chicken Biryani,16,20,3.7,Sunday,January,Normal Day
2019-01-07,Chicken Biryani,39,22,23.8,Monday,January,Normal Day
2019-01-08,Chicken Biryani,4,15,13.6,Tuesday,January,Normal Day
2019-01-09,Chicken Biryani,25,22,32.1,Wednesday,January,Normal Day
2019-01-10,Chicken Biryani,32,18,27.1,Thursday,January,Normal Day
2019-01-11,Chicken Biryani,40,25,17.5,Friday,January,Normal Day
