Date,Food item,Qty,Temperature,Precipitation,Day,Month,Special Occasion
2018-01-04,18,38,29,29.9,5,1,1
2018-01-04,19,31,29,29.9,5,1,1
2018-01-04,20,14,29,29.9,5,1,1
2018-01-04,21,24,29,29.9,5,1,1
2018-01-04,22,50,29,29.9,5,1,1
2018-01-04,23,49,29,29.9,5,1,1
2018-01-04,24,32,29,29.9,5,1,1
2018-01-04,25,36,29,29.9,5,1,1
2018-01-04,26,32,29,29.9,5,1,1
2018-01-04,27,15,29,29.9,5,1,1
2018-01-04,28,43,29,29.9,5,1,1
2018-01-04,29,35,29,29.9,5,1,1
2018-01-04,30,3,29,29.9,5,1,1
2018-01-05,1,16,25,0.8,6,1,1
2018-01-05,2,5,25,0.8,6,1,1
2018-01-05,3,21,25,0.8,6,1,1
2018-01-05,4,10,25,0.8,6,1,1
2018-01-05,5,19,25,0.8,6,1,1
2018-01-05,6,25,25,0.8,6,1,1
2018-01-05,7,4,25,0.8,6,1,1
2018-01-05,8,29,25,0.8,6,1,1
2018-01-05,9,19,25,0.8,6,1,1
2018-01-05,10,43,25,0.8,6,1,1
2018-01-05,11,2,25,0.8,6,1,1
2018-01-05,12,10,25,0.8,6,1,1
2018-01-05,13,43,25,0.8,6,1,1
2018-01-05,14,25,25,0.8,6,1,1
2018-01-05,15,20,25,0.8,6,1,1
2018-01-05,16,48,25,0.8,6,1,1
2018-01-05,17,19,25,0.8,6,1,1
2018-01-05,18,23,25,0.8,6,1,1
2018-01-05,19,24,25,0.8,6,1,1
2018-01-05,20,11,25,0.8,6,1,1
2018-01-05,21,46,25,0.8,6,1,1
2018-01-05,22,34,25,0.8,6,1,1
2018-01-05,23,28,25,0.8,6,1,1
2018-01-05,24,5,25,0.8,6,1,1
2018-01-05,25,5,25,0.8,6,1,1
2018-01-05,26,51,25,0.8,6,1,1
2018-01-05,27,21,25,0.8,6,1,1
2018-01-05,28,12,25,0.8,6,1,1
2018-01-05,29,50,25,0.8,6,1,1
2018-01-05,30,4,25,0.8,6,1,1
2018-01-06,1,49,22,18.6,7,1,1
2018-01-06,2,42,22,18.6,7,1,1
2018-01-06,3,20,22,18.6,7,1,1
2018-01-06,4,38,22,18.6,7,1,1
2018-01-06,5,25,22,18.6,7,1,1
2018-01-06,6,14,22,18.6,7,1,1
2018-01-06,7,11,22,18.6,7,1,1
2018-01-06,8,32,22,18.6,7,1,1
2018-01-06,9,11,22,18.6,7,1,1
2018-01-06,10,18,22,18.6,7,1,1
2018-01-06,11,27,22,18.6,7,1,1
2018-01-06,12,18,22,18.6,7,1,1
2018-01-06,13,23,22,18.6,7,1,1
2018-01-06,14,11,22,18.6,7,1,1
2018-01-06,15,21,22,18.6,7,1,1
2018-01-06,16,44,22,18.6,7,1,1
2018-01-06,17,5,22,18.6,7,1,1
2018-01-06,18,23,22,18.6,7,1,1
2018-01-06,19,41,22,18.6,7,1,1
2018-01-06,20,25,22,18.6,7,1,1
2018-01-06,21,41,22,18.6,7,1,1
2018-01-06,22,10,22,18.6,7,1,1
2018-01-06,23,22,22,18.6,7,1,1
2018-01-06,24,19,22,18.6,7,1,1
2018-01-06,25,1,22,18.6,7,1,1
2018-01-06,26,7,22,18.6,7,1,1
2018-01-06,27,4,22,18.6,7,1,1
2018-01-06,28,1,22,18.6,7,1,1
2018-01-06,29,15,22,18.6,7,1,1
2018-01-06,30,40,22,18.6,7,1,1
2018-01-07,1,12,27,25,1,1,1
2018-01-07,2,22,27,25,1,1,1
2018-01-07,3,22,27,25,1,1,1
2018-01-07,4,50,27,25,1,1,1
2018-01-07,5,47,27,25,1,1,1
2018-01-07,6,17,27,25,1,1,1
2018-01-07,7,29,27,25,1,1,1
2018-01-07,8,46,27,25,1,1,1
2018-01-07,9,14,27,25,1,1,1
2018-01-07,10,50,27,25,1,1,1
2018-01-07,11,20,27,25,1,1,1
2018-01-07,12,50,27,25,1,1,1
2018-01-07,13,48,27,25,1,1,1
2018-01-07,14,33,27,25,1,1,1
2018-01-07,15,43,27,25,1,1,1
2018-01-07,16,15,27,25,1,1,1
2018-01-07,17,12,27,25,1,1,1
2018-01-07,18,40,27,25,1,1,1
2018-01-07,19,20,27,25,1,1,1
2018-01-07,20,30,27,25,1,1,1
2018-01-07,21,38,27,25,1,1,1
2018-01-07,22,3,27,25,1,1,1
2018-01-07,23,28,27,25,1,1,1
2018-01-07,24,26,27,25,1,1,1
2018-01-07,25,30,27,25,1,1,1
2018-01-07,26,13,27,25,1,1,1
2018-01-07,27,13,27,25,1,1,1
2018-01-07,28,2,27,25,1,1,1
2018-01-07,29,37,27,25,1,1,1
2018-01-07,30,49,27,25,1,1,1
2018-01-08,1,38,19,9.1,2,1,1
2018-01-08,2,2,19,9.1,2,1,1
2018-01-08,3,36,19,9.1,2,1,1
2018-01-08,4,26,19,9.1,2,1,1
2018-01-08,5,11,19,9.1,2,1,1
2018-01-08,6,8,19,9.1,2,1,1
2018-01-08,7,44,19,9.1,2,1,1
2018-01-08,8,40,19,9.1,2,1,1
2018-01-08,9,43,19,9.1,2,1,1
2018-01-08,10,22,19,9.1,2,1,1
2018-01-08,11,20,19,9.1,2,1,1
2018-01-08,12,8,19,9.1,2,1,1
2018-01-08,13,29,19,9.1,2,1,1
2018-01-08,14,40,19,9.1,2,1,1
2018-01-08,15,26,19,9.1,2,1,1
2018-01-08,16,30,19,9.1,2,1,1
2018-01-08,17,17,19,9.1,2,1,1
2018-01-08,18,20,19,9.1,2,1,1
2018-01-08,19,52,19,9.1,2,1,1
2018-01-08,20,16,19,9.1,2,1,1
2018-01-08,21,46,19,9.1,2,1,1
2018-01-08,22,43,19,9.1,2,1,1
2018-01-08,23,7,19,9.1,2,1,1
2018-01-08,24,16,19,9.1,2,1,1
2018-01-08,25,45,19,9.1,2,1,1
2018-01-08,26,47,19,9.1,2,1,1
2018-01-08,27,48,19,9.1,2,1,1
2018-01-08,28,27,19,9.1,2,1,1
2018-01-08,29,23,19,9.1,2,1,1
2018-01-08,30,24,19,9.1,2,1,1
2018-01-09,1,9,21,7,3,1,1
2018-01-09,2,35,21,7,3,1,1
2018-01-09,3,51,21,7,3,1,1
2018-01-09,4,20,21,7,3,1,1
2018-01-09,5,37,21,7,3,1,1
2018-01-09,6,42,21,7,3,1,1
2018-01-09,7,17,21,7,3,1,1
2018-01-09,8,47,21,7,3,1,1
2018-01-09,9,31,21,7,3,1,1
2018-01-09,10,8,21,7,3,1,1
2018-01-09,11,15,21,7,3,1,1
2018-01-09,12,31,21,7,3,1,1
2018-01-09,13,30,21,7,3,1,1
2018-01-09,14,46,21,7,3,1,1
2018-01-09,15,20,21,7,3,1,1
2018-01-09,16,39,21,7,3,1,1
2018-01-09,17,12,21,7,3,1,1
2018-01-09,18,49,21,7,3,1,1
2018-01-09,19,17,21,7,3,1,1
2018-01-09,20,42,21,7,3,1,1
2018-01-09,21,30,21,7,3,1,1
2018-01-09,22,29,21,7,3,1,1
2018-01-09,23,19,21,7,3,1,1
2018-01-09,24,46,21,7,3,1,1
2018-01-09,25,11,21,7,3,1,1
2018-01-09,26,34,21,7,3,1,1
2018-01-09,27,50,21,7,3,1,1
2018-01-09,28,7,21,7,3,1,1
2018-01-09,29,44,21,7,3,1,1
2018-01-09,30,34,21,7,3,1,1
2018-01-10,1,20,24,3.5,4,1,1
2018-01-10,2,50,24,3.5,4,1,1
2018-01-10,3,38,24,3.5,4,1,1
2018-01-10,4,24,24,3.5,4,1,1
2018-01-10,5,10,24,3.5,4,1,1
2018-01-10,6,32,24,3.5,4,1,1
2018-01-10,7,52,24,3.5,4,1,1
2018-01-10,8,15,24,3.5,4,1,1
2018-01-10,9,37,24,3.5,4,1,1
2018-01-10,10,20,24,3.5,4,1,1
2018-01-10,11,3,24,3.5,4,1,1
2018-01-10,12,37,24,3.5,4,1,1
2018-01-10,13,40,24,3.5,4,1,1
2018-01-10,14,8,24,3.5,4,1,1
2018-01-10,15,40,24,3.5,4,1,1
2018-01-10,16,44,24,3.5,4,1,1
2018-01-10,17,23,24,3.5,4,1,1
2018-01-10,18,40,24,3.5,4,1,1
2018-01-10,19,11,24,3.5,4,1,1
2018-01-10,20,46,24,3.5,4,1,1
2018-01-10,21,8,24,3.5,4,1,1
2018-01-10,22,29,24,3.5,4,1,1
2018-01-10,23,30,24,3.5,4,1,1
2018-01-10,24,10,24,3.5,4,1,1
2018-01-10,25,39,24,3.5,4,1,1
2018-01-10,26,28,24,3.5,4,1,1
2018-01-10,27,49,24,3.5,4,1,1
2018-01-10,28,36,24,3.5,4,1,1
2018-01-10,29,13,24,3.5,4,1,1
2018-01-10,30,32,24,3.5,4,1,1
2018-01-11,1,36,17,11.2,5,1,1
2018-01-11,2,37,17,11.2,5,1,1
2018-01-11,3,26,17,11.2,5,1,1
2018-01-11,4,22,17,11.2,5,1,1
2018-01-11,5,4,17,11.2,5,1,1
2018-01-11,6,31,17,11.2,5,1,1
2018-01-11,7,18,17,11.2,5,1,1
2018-01-11,8,38,17,11.2,5,1,1
2018-01-11,9,24,17,11.2,5,1,1
2018-01-11,10,23,17,11.2,5,1,1
2018-01-11,11,22,17,11.2,5,1,1
2018-01-11,12,2,17,11.2,5,1,1
2018-01-11,13,31,17,11.2,5,1,1
2018-01-11,14,11,17,11.2,5,1,1
2018-01-11,15,28,17,11.2,5,1,1
2018-01-11,16,46,17,11.2,5,1,1
2018-01-11,17,32,17,11.2,5,1,1
2018-01-11,18,5,17,11.2,5,1,1
2018-01-11,19,38,17,11.2,5,1,1
2018-01-11,20,10,17,11.2,5,1,1
2018-01-11,21,40,17,11.2,5,1,1
2018-01-11,22,46,17,11.2,5,1,1
2018-01-11,23,24,17,11.2,5,1,1
2018-01-11,24,35,17,11.2,5,1,1
2018-01-11,25,44,17,11.2,5,1,1
2018-01-11,26,48,17,11.2,5,1,1
2018-01-11,27,23,17,11.2,5,1,1
2018-01-11,28,17,17,11.2,5,1,1
2018-01-11,29,1,17,11.2,5,1,1
2018-01-11,30,31,17,11.2,5,1,1
2018-01-12,1,31,21,18.7,6,1,1
2018-01-12,2,42,21,18.7,6,1,1
2018-01-12,3,42,21,18.7,6,1,1
2018-01-12,4,34,21,18.7,6,1,1
2018-01-12,5,9,21,18.7,6,1,1
2018-01-12,6,22,21,18.7,6,1,1
2018-01-12,7,13,21,18.7,6,1,1
2018-01-12,8,25,21,18.7,6,1,1
2018-01-12,9,48,21,18.7,6,1,1
2018-01-12,10,18,21,18.7,6,1,1
2018-01-12,11,51,21,18.7,6,1,1
2018-01-12,12,12,21,18.7,6,1,1
2018-01-12,13,40,21,18.7,6,1,1
2018-01-12,14,17,21,18.7,6,1,1
2018-01-12,15,15,21,18.7,6,1,1
2018-01-12,16,42,21,18.7,6,1,1
2018-01-12,17,15,21,18.7,6,1,1
2018-01-12,18,15,21,18.7,6,1,1
2018-01-12,19,39,21,18.7,6,1,1
2018-01-12,20,13,21,18.7,6,1,1
2018-01-12,21,17,21,18.7,6,1,1
2018-01-12,22,32,21,18.7,6,1,1
2018-01-12,23,9,21,18.7,6,1,1
2018-01-12,24,40,21,18.7,6,1,1
2018-01-12,25,20,21,18.7,6,1,1
2018-01-12,26,26,21,18.7,6,1,1
2018-01-12,27,27,21,18.7,6,1,1
2018-01-12,28,21,21,18.7,6,1,1
2018-01-12,29,18,21,18.7,6,1,1
2018-01-12,30,13,21,18.7,6,1,1
2018-01-13,1,16,25,4.5,7,1,1
2018-01-13,2,9,25,4.5,7,1,1
2018-01-13,3,12,25,4.5,7,1,1
2018-01-13,4,44,25,4.5,7,1,1
2018-01-13,5,38,25,4.5,7,1,1
2018-01-13,6,19,25,4.5,7,1,1
2018-01-13,7,7,25,4.5,7,1,1
2018-01-13,8,35,25,4.5,7,1,1
2018-01-13,9,48,25,4.5,7,1,1
2018-01-13,10,18,25,4.5,7,1,1
2018-01-13,11,16,25,4.5,7,1,1
2018-01-13,12,39,25,4.5,7,1,1
2018-01-13,13,4,25,4.5,7,1,1
2018-01-13,14,25,25,4.5,7,1,1
2018-01-13,15,32,25,4.5,7,1,1
2018-01-13,16,40,25,4.5,7,1,1
2018-01-13,17,13,25,4.5,7,1,1
2018-01-13,18,45,25,4.5,7,1,1
2018-01-13,19,17,25,4.5,7,1,1
2018-01-13,20,49,25,4.5,7,1,1
2018-01-13,21,37,25,4.5,7,1,1
2018-01-13,22,6,25,4.5,7,1,1
2018-01-13,23,19,25,4.5,7,1,1
2018-01-13,24,13,25,4.5,7,1,1
2018-01-13,25,26,25,4.5,7,1,1
2018-01-13,26,14,25,4.5,7,1,1
2018-01-13,27,31,25,4.5,7,1,1
2018-01-13,28,4,25,4.5,7,1,1
2018-01-13,29,39,25,4.5,7,1,1
2018-01-13,30,8,25,4.5,7,1,1
2018-01-14,1,25,25,12.9,1,1,3
2018-01-14,2,13,25,12.9,1,1,3
2018-01-14,3,32,25,12.9,1,1,3
2018-01-14,4,38,25,12.9,1,1,3
2018-01-14,5,38,25,12.9,1,1,3
2018-01-14,6,28,25,12.9,1,1,3
2018-01-14,7,30,25,12.9,1,1,3
2018-01-14,8,3,25,12.9,1,1,3
2018-01-14,9,28,25,12.9,1,1,3
2018-01-14,10,3,25,12.9,1,1,3
2018-01-14,11,45,25,12.9,1,1,3
2018-01-14,12,34,25,12.9,1,1,3
2018-01-14,13,16,25,12.9,1,1,3
2018-01-14,14,22,25,12.9,1,1,3
2018-01-14,15,32,25,12.9,1,1,3
2018-01-14,16,38,25,12.9,1,1,3
2018-01-14,17,8,25,12.9,1,1,3
2018-01-14,18,8,25,12.9,1,1,3
2018-01-14,19,6,25,12.9,1,1,3
2018-01-14,20,14,25,12.9,1,1,3
2018-01-14,21,32,25,12.9,1,1,3
2018-01-14,22,35,25,12.9,1,1,3
2018-01-14,23,10,25,12.9,1,1,3
2018-01-14,24,3,25,12.9,1,1,3
2018-01-14,25,12,25,12.9,1,1,3
2018-01-14,26,49,25,12.9,1,1,3
2018-01-14,27,31,25,12.9,1,1,3
2018-01-14,28,29,25,12.9,1,1,3
2018-01-14,29,5,25,12.9,1,1,3
2018-01-14,30,52,25,12.9,1,1,3
2018-01-15,1,25,22,1.1,2,1,1
2018-01-15,2,41,22,1.1,2,1,1
2018-01-15,3,31,22,1.1,2,1,1
2018-01-15,4,21,22,1.1,2,1,1
2018-01-15,5,20,22,1.1,2,1,1
2018-01-15,6,39,22,1.1,2,1,1
2018-01-15,7,22,22,1.1,2,1,1
2018-01-15,8,4,22,1.1,2,1,1
2018-01-15,9,13,22,1.1,2,1,1
2018-01-15,10,45,22,1.1,2,1,1
2018-01-15,11,42,22,1.1,2,1,1
2018-01-15,12,50,22,1.1,2,1,1
2018-01-15,13,49,22,1.1,2,1,1
2018-01-15,14,20,22,1.1,2,1,1
2018-01-15,15,52,22,1.1,2,1,1
2018-01-15,16,13,22,1.1,2,1,1
2018-01-15,17,17,22,1.1,2,1,1
2018-01-15,18,36,22,1.1,2,1,1
2018-01-15,19,33,22,1.1,2,1,1
2018-01-15,20,1,22,1.1,2,1,1
2018-01-15,21,15,22,1.1,2,1,1
2018-01-15,22,13,22,1.1,2,1,1
2018-01-15,23,17,22,1.1,2,1,1
2018-01-15,24,24,22,1.1,2,1,1
2018-01-15,25,8,22,1.1,2,1,1
2018-01-15,26,50,22,1.1,2,1,1
2018-01-15,27,27,22,1.1,2,1,1
2018-01-15,28,45,22,1.1,2,1,1
2018-01-15,29,23,22,1.1,2,1,1
2018-01-15,30,46,22,1.1,2,1,1
2018-01-16,1,8,19,27,3,1,1
2018-01-16,2,8,19,27,3,1,1
2018-01-16,3,26,19,27,3,1,1
2018-01-16,4,47,19,27,3,1,1
2018-01-16,5,13,19,27,3,1,1
2018-01-16,6,39,19,27,3,1,1
2018-01-16,7,37,19,27,3,1,1
2018-01-16,8,49,19,27,3,1,1
2018-01-16,9,28,19,27,3,1,1
2018-01-16,10,25,19,27,3,1,1
2018-01-16,11,16,19,27,3,1,1
2018-01-16,12,2,19,27,3,1,1
2018-01-16,13,18,19,27,3,1,1
2018-01-16,14,17,19,27,3,1,1
2018-01-16,15,30,19,27,3,1,1
2018-01-16,16,39,19,27,3,1,1
2018-01-16,17,13,19,27,3,1,1
2018-01-16,18,32,19,27,3,1,1
2018-01-16,19,50,19,27,3,1,1
2018-01-16,20,29,19,27,3,1,1
2018-01-16,21,46,19,27,3,1,1
2018-01-16,22,30,19,27,3,1,1
2018-01-16,23,18,19,27,3,1,1
2018-01-16,24,13,19,27,3,1,1
2018-01-16,25,43,19,27,3,1,1
2018-01-16,26,21,19,27,3,1,1
2018-01-16,27,30,19,27,3,1,1
2018-01-16,28,21,19,27,3,1,1
2018-01-16,29,48,19,27,3,1,1
2018-01-16,30,17,19,27,3,1,1
2018-01-17,1,40,18,4.9,4,1,1
2018-01-17,2,19,18,4.9,4,1,1
2018-01-17,3,52,18,4.9,4,1,1
2018-01-17,4,15,18,4.9,4,1,1
2018-01-17,5,9,18,4.9,4,1,1
2018-01-17,6,52,18,4.9,4,1,1
2018-01-17,7,10,18,4.9,4,1,1
2018-01-17,8,44,18,4.9,4,1,1
2018-01-17,9,31,18,4.9,4,1,1
2018-01-17,10,23,18,4.9,4,1,1
2018-01-17,11,52,18,4.9,4,1,1
2018-01-17,12,30,18,4.9,4,1,1
2018-01-17,13,33,18,4.9,4,1,1
2018-01-17,14,52,18,4.9,4,1,1
2018-01-17,15,9,18,4.9,4,1,1
2018-01-17,16,47,18,4.9,4,1,1
2018-01-17,17,1,18,4.9,4,1,1
2018-01-17,18,44,18,4.9,4,1,1
2018-01-17,19,35,18,4.9,4,1,1
2018-01-17,20,11,18,4.9,4,1,1
2018-01-17,21,34,18,4.9,4,1,1
2018-01-17,22,16,18,4.9,4,1,1
2018-01-17,23,9,18,4.9,4,1,1
2018-01-17,24,32,18,4.9,4,1,1
2018-01-17,25,15,18,4.9,4,1,1
2018-01-17,26,12,18,4.9,4,1,1
2018-01-17,27,33,18,4.9,4,1,1
2018-01-17,28,45,18,4.9,4,1,1
2018-01-17,29,14,18,4.9,4,1,1
2018-01-17,30,8,18,4.9,4,1,1
2018-01-18,1,8,22,9.9,5,1,1
2018-01-18,2,27,22,9.9,5,1,1
2018-01-18,3,12,22,9.9,5,1,1
2018-01-18,4,1,22,9.9,5,1,1
2018-01-18,5,43,22,9.9,5,1,1
2018-01-18,6,40,22,9.9,5,1,1
2018-01-18,7,42,22,9.9,5,1,1
2018-01-18,8,51,22,9.9,5,1,1
2018-01-18,9,11,22,9.9,5,1,1
2018-01-18,10,39,22,9.9,5,1,1
2018-01-18,11,43,22,9.9,5,1,1
2018-01-18,12,31,22,9.9,5,1,1
2018-01-18,13,17,22,9.9,5,1,1
2018-01-18,14,33,22,9.9,5,1,1
2018-01-18,15,32,22,9.9,5,1,1
2018-01-18,16,29,22,9.9,5,1,1
2018-01-18,17,21,22,9.9,5,1,1
2018-01-18,18,21,22,9.9,5,1,1
2018-01-18,19,40,22,9.9,5,1,1
2018-01-18,20,23,22,9.9,5,1,1
2018-01-18,21,6,22,9.9,5,1,1
2018-01-18,22,22,22,9.9,5,1,1
2018-01-18,23,50,22,9.9,5,1,1
2018-01-18,24,38,22,9.9,5,1,1
2018-01-18,25,37,22,9.9,5,1,1
2018-01-18,26,45,22,9.9,5,1,1
2018-01-18,27,51,22,9.9,5,1,1
2018-01-18,28,8,22,9.9,5,1,1
2018-01-18,29,41,22,9.9,5,1,1
2018-01-18,30,49,22,9.9,5,1,1
2018-01-19,1,35,22,1.4,6,1,1
2018-01-19,2,51,22,1.4,6,1,1
2018-01-19,3,11,22,1.4,6,1,1
2018-01-19,4,24,22,1.4,6,1,1
2018-01-19,5,49,22,1.4,6,1,1
2018-01-19,6,21,22,1.4,6,1,1
2018-01-19,7,51,22,1.4,6,1,1
2018-01-19,8,2,22,1.4,6,1,1
2018-01-19,9,40,22,1.4,6,1,1
2018-01-19,10,19,22,1.4,6,1,1
2018-01-19,11,39,22,1.4,6,1,1
2018-01-19,12,28,22,1.4,6,1,1
2018-01-19,13,17,22,1.4,6,1,1
2018-01-19,14,6,22,1.4,6,1,1
2018-01-19,15,19,22,1.4,6,1,1
2018-01-19,16,38,22,1.4,6,1,1
2018-01-19,17,28,22,1.4,6,1,1
2018-01-19,18,2,22,1.4,6,1,1
2018-01-19,19,38,22,1.4,6,1,1
2018-01-19,20,37,22,1.4,6,1,1
2018-01-19,21,51,22,1.4,6,1,1
2018-01-19,22,52,22,1.4,6,1,1
2018-01-19,23,4,22,1.4,6,1,1
2018-01-19,24,22,22,1.4,6,1,1
2018-01-19,25,26,22,1.4,6,1,1
2018-01-19,26,49,22,1.4,6,1,1
2018-01-19,27,43,22,1.4,6,1,1
2018-01-19,28,36,22,1.4,6,1,1
2018-01-19,29,13,22,1.4,6,1,1
2018-01-19,30,52,22,1.4,6,1,1
2018-01-20,1,32,17,14.6,7,1,1
2018-01-20,2,17,17,14.6,7,1,1
2018-01-20,3,41,17,14.6,7,1,1
2018-01-20,4,36,17,14.6,7,1,1
2018-01-20,5,46,17,14.6,7,1,1
2018-01-20,6,19,17,14.6,7,1,1
2018-01-20,7,35,17,14.6,7,1,1
2018-01-20,8,46,17,14.6,7,1,1
2018-01-20,9,40,17,14.6,7,1,1
2018-01-20,10,28,17,14.6,7,1,1
2018-01-20,11,1,17,14.6,7,1,1
2018-01-20,12,42,17,14.6,7,1,1
2018-01-20,13,18,17,14.6,7,1,1
2018-01-20,14,48,17,14.6,7,1,1
2018-01-20,15,40,17,14.6,7,1,1
2018-01-20,16,33,17,14.6,7,1,1
2018-01-20,17,12,17,14.6,7,1,1
2018-01-20,18,8,17,14.6,7,1,1
2018-01-20,19,24,17,14.6,7,1,1
2018-01-20,20,16,17,14.6,7,1,1
2018-01-20,21,50,17,14.6,7,1,1
2018-01-20,22,4,17,14.6,7,1,1
2018-01-20,23,38,17,14.6,7,1,1
2018-01-20,24,44,17,14.6,7,1,1
2018-01-20,25,27,17,14.6,7,1,1
2018-01-20,26,9,17,14.6,7,1,1
2018-01-20,27,47,17,14.6,7,1,1
2018-01-20,28,16,17,14.6,7,1,1
2018-01-20,29,12,17,14.6,7,1,1
2018-01-20,30,31,17,14.6,7,1,1
2018-01-21,1,24,20,27.7,1,1,1
2018-01-21,2,14,20,27.7,1,1,1
2018-01-21,3,45,20,27.7,1,1,1
2018-01-21,4,25,20,27.7,1,1,1
2018-01-21,5,34,20,27.7,1,1,1
2018-01-21,6,3,20,27.7,1,1,1
2018-01-21,7,24,20,27.7,1,1,1
2018-01-21,8,42,20,27.7,1,1,1
2018-01-21,9,9,20,27.7,1,1,1
2018-01-21,10,26,20,27.7,1,1,1
2018-01-21,11,20,20,27.7,1,1,1
2018-01-21,12,40,20,27.7,1,1,1
2018-01-21,13,10,20,27.7,1,1,1
2018-01-21,14,19,20,27.7,1,1,1
2018-01-21,15,3,20,27.7,1,1,1
2018-01-21,16,24,20,27.7,1,1,1
2018-01-21,17,5,20,27.7,1,1,1
2018-01-21,18,3,20,27.7,1,1,1
