Date,Food item,Qty,Temperature,Precipitation,Day,Month,Special Occasion,Special Occasion Category
2018-04-03,mandi,49,22,28.0,3,4,Normal Day,1
2018-04-04,mandi,40,22,25.9,4,4,Normal Day,1
2018-04-05,mandi,48,18,19.4,5,4,Normal Day,1
2018-04-06,mandi,25,28,30.9,6,4,Normal Day,1
2018-04-07,mandi,46,27,9.9,7,4,Normal Day,1
2018-04-08,mandi,35,16,16.3,1,4,Normal Day,1
2018-04-09,mandi,33,27,8.0,2,4,Normal Day,1
2018-04-10,mandi,21,18,8.4,3,4,Normal Day,1
2018-04-11,mandi,8,18,12.5,4,4,Normal Day,1
2018-04-12,mandi,33,21,23.9,5,4,Normal Day,1
2018-04-13,mandi,22,26,17.1,6,4,Normal Day,1
2018-04-14,mandi,30,21,8.8,7,4,Vaisakhi/Vishu/Mesadi (R),3
2018-04-15,mandi,51,20,32.1,1,4,Vaisakhadi(Bengal)/Bahag Bihu (Assam) (R),3
2018-04-16,mandi,27,20,29.8,2,4,Normal Day,1
2018-04-17,mandi,33,16,12.0,3,4,Normal Day,1
2018-04-18,mandi,33,26,22.2,4,4,Normal Day,1
2018-04-19,mandi,48,19,8.2,5,4,Normal Day,1
2018-04-20,mandi,49,17,19.1,6,4,Normal Day,1
2018-04-21,mandi,30,15,32.6,7,4,Normal Day,1
2018-04-22,mandi,6,27,9.7,1,4,Normal Day,1
2018-04-23,mandi,37,17,24.7,2,4,Normal Day,1
2018-04-24,mandi,46,22,11.4,3,4,Normal Day,1
2018-04-25,mandi,33,19,19.1,4,4,Normal Day,1
2018-04-26,mandi,21,18,10.2,5,4,Normal Day,1
2018-04-27,mandi,3,21,9.4,6,4,Normal Day,1
2018-04-28,mandi,31,16,18.6,7,4,Normal Day,1
2018-04-29,mandi,40,20,23.1,1,4,Normal Day,1
2018-04-30,mandi,32,28,3.9,2,4,Buddha Purnima (G),3
2018-05-01,mandi,2,29,32.5,3,5,Normal Day,1
2018-05-02,mandi,2,29,17.4,4,5,Normal Day,1
2018-05-03,mandi,33,24,24.5,5,5,Normal Day,1
2018-05-04,mandi,48,23,23.3,6,5,Normal Day,1
2018-05-05,mandi,26,21,10.2,7,5,Normal Day,1
2018-05-06,mandi,24,17,9.0,1,5,Normal Day,1
2018-05-07,mandi,7,27,3.4,2,5,Normal Day,1
2018-05-08,mandi,20,23,20.9,3,5,Normal Day,1
2018-05-09,mandi,46,15,3.1,4,5,Guru Rabindranath's Birthday (R),3
2018-05-10,mandi,23,28,29.3,5,5,Normal Day,1
2018-05-11,mandi,2,29,12.8,6,5,Normal Day,1
2018-05-12,mandi,51,21,22.3,7,5,Normal Day,1
2018-05-13,mandi,22,23,5.8,1,5,Normal Day,1
2018-05-14,mandi,49,24,28.3,2,5,Normal Day,1
2018-05-15,mandi,15,18,2.0,3,5,Normal Day,1
2018-05-16,mandi,37,20,18.0,4,5,Normal Day,1
2018-05-17,mandi,44,15,27.3,5,5,Normal Day,1
2018-05-18,mandi,4,26,20.7,6,5,Normal Day,1
2018-05-19,mandi,52,20,2.5,7,5,Normal Day,1
2018-05-20,mandi,40,28,18.1,1,5,Normal Day,1
2018-05-21,mandi,50,18,5.0,2,5,Normal Day,1
2018-05-22,mandi,19,26,23.7,3,5,Normal Day,1
2018-05-23,mandi,19,15,13.6,4,5,Normal Day,1
2018-05-24,mandi,26,26,24.6,5,5,Normal Day,1
2018-05-25,mandi,23,19,6.7,6,5,Normal Day,1
2018-05-26,mandi,1,29,23.1,7,5,Normal Day,1
2018-05-27,mandi,47,24,30.1,1,5,Normal Day,1
2018-05-28,mandi,48,16,8.5,2,5,Normal Day,1
2018-05-29,mandi,1,23,21.9,3,5,Normal Day,1
2018-05-30,mandi,5,27,24.4,4,5,Normal Day,1
2018-05-31,mandi,3,20,24.2,5,5,Normal Day,1
2018-06-01,mandi,51,26,18.9,6,6,Normal Day,1
2018-06-02,mandi,29,19,4.6,7,6,Normal Day,1
2018-06-03,mandi,47,28,3.7,1,6,Normal Day,1
2018-06-04,mandi,52,15,10.8,2,6,Normal Day,1
2018-06-05,mandi,26,19,16.0,3,6,Normal Day,1
2018-06-06,mandi,39,24,16.5,4,6,Normal Day,1
2018-06-07,mandi,30,18,6.3,5,6,Normal Day,1
2018-06-08,mandi,10,19,13.6,6,6,Normal Day,1
2018-06-09,mandi,34,20,21.1,7,6,Normal Day,1
2018-06-10,mandi,19,18,12.8,1,6,Normal Day,1
2018-06-11,mandi,5,24,16.8,2,6,Normal Day,1
2018-06-12,mandi,24,27,6.0,3,6,Normal Day,1
2018-06-13,mandi,28,21,31.0,4,6,Normal Day,1
2018-06-14,mandi,12,25,26.4,5,6,Normal Day,1
2018-06-15,mandi,33,16,19.1,6,6,Jamat-Ul-Vida (R),4
2018-06-16,mandi,43,15,26.8,7,6,Idu'l Fitr (G),4
2018-06-17,mandi,1,19,20.8,1,6,Normal Day,1
2018-06-18,mandi,43,15,21.6,2,6,Normal Day,1
2018-06-19,mandi,12,26,9.6,3,6,Normal Day,1
2018-06-20,mandi,51,29,12.9,4,6,Normal Day,1
2018-06-21,mandi,17,16,22.7,5,6,Normal Day,1
2018-06-22,mandi,26,24,11.0,6,6,Normal Day,1
2018-06-23,mandi,34,24,1.5,7,6,Normal Day,1
2018-06-24,mandi,4,17,9.8,1,6,Normal Day,1
2018-06-25,mandi,45,24,23.1,2,6,Normal Day,1
2018-06-26,mandi,36,25,28.9,3,6,Normal Day,1
2018-06-27,mandi,36,23,26.5,4,6,Normal Day,1
2018-06-28,mandi,24,24,14.4,5,6,Normal Day,1
2018-06-29,mandi,48,17,32.5,6,6,Normal Day,1
2018-06-30,mandi,39,18,12.7,7,6,Normal Day,1
2018-07-01,mandi,32,22,28.5,1,7,Normal Day,1
2018-07-02,mandi,13,19,8.4,2,7,Normal Day,1
2018-07-03,mandi,41,21,24.9,3,7,Normal Day,1
2018-07-04,mandi,20,28,29.7,4,7,Normal Day,1
2018-07-05,mandi,19,23,11.0,5,7,Normal Day,1
2018-07-06,mandi,41,15,2.5,6,7,Normal Day,1
2018-07-07,mandi,7,17,3.7,7,7,Normal Day,1
2018-07-08,mandi,52,26,31.2,1,7,Normal Day,1
2018-07-09,mandi,16,17,16.6,2,7,Normal Day,1
2018-07-10,mandi,12,19,3.7,3,7,Normal Day,1
2018-07-11,mandi,21,23,18.5,4,7,Normal Day,1
2018-07-12,mandi,16,18,31.1,5,7,Normal Day,1
2018-07-13,mandi,42,23,4.4,6,7,Normal Day,1
2018-07-14,mandi,31,24,2.6,7,7,Rath Yatra (R),2
2018-07-15,mandi,23,24,14.9,1,7,Normal Day,1
2018-07-16,mandi,18,27,12.0,2,7,Normal Day,1
2018-07-17,mandi,10,29,5.4,3,7,Normal Day,1
2018-07-18,mandi,38,24,20.6,4,7,Normal Day,1
2018-07-19,mandi,40,21,14.4,5,7,Normal Day,1
2018-07-20,mandi,27,24,13.5,6,7,Normal Day,1
2018-07-21,mandi,29,24,5.5,7,7,Normal Day,1
2018-07-22,mandi,8,19,8.3,1,7,Normal Day,1
2018-07-23,mandi,52,27,12.7,2,7,Normal Day,1
2018-07-24,mandi,25,15,31.1,3,7,Normal Day,1
2018-07-25,mandi,6,27,24.9,4,7,Normal Day,1
2018-07-26,mandi,44,26,3.5,5,7,Normal Day,1
2018-07-27,mandi,10,20,23.4,6,7,Normal Day,1
2018-07-28,mandi,3,24,11.4,7,7,Normal Day,1
2018-07-29,mandi,28,27,1.2,1,7,Normal Day,1
2018-07-30,mandi,28,28,2.6,2,7,Normal Day,1
2018-07-31,mandi,41,22,4.6,3,7,Normal Day,1
2018-08-01,mandi,13,21,24.7,4,8,Normal Day,1
2018-08-02,mandi,49,26,31.6,5,8,Normal Day,1
2018-08-03,mandi,38,23,28.6,6,8,Normal Day,1
2018-08-04,mandi,44,19,31.6,7,8,Normal Day,1
2018-08-05,mandi,47,27,31.8,1,8,Normal Day,1
2018-08-06,mandi,21,19,2.2,2,8,Normal Day,1
2018-08-07,mandi,36,25,30.2,3,8,Normal Day,1
2018-08-08,mandi,18,17,23.1,4,8,Normal Day,1
2018-08-09,mandi,14,29,20.9,5,8,Normal Day,1
2018-08-10,mandi,3,29,15.3,6,8,Normal Day,1
2018-08-11,mandi,12,21,2.3,7,8,Normal Day,1
2018-08-12,mandi,8,24,31.2,1,8,Normal Day,1
2018-08-13,mandi,28,20,15.4,2,8,Normal Day,1
2018-08-14,mandi,28,19,9.7,3,8,Normal Day,1
2018-08-15,mandi,50,18,15.6,4,8,Independence day (G),2
2018-08-16,mandi,41,26,3.3,5,8,Normal Day,1
2018-08-17,mandi,17,18,32.4,6,8,Parsi New Year's day/Nauraj (R),4
2018-08-18,mandi,20,23,10.7,7,8,Normal Day,1
2018-08-19,mandi,29,27,22.7,1,8,Normal Day,1
2018-08-20,mandi,6,27,29.9,2,8,Normal Day,1
2018-08-21,mandi,5,16,14.1,3,8,Normal Day,1
2018-08-22,mandi,10,29,30.2,4,8,Id-ul-Zuha (Bakrid) (G),4
2018-08-23,mandi,45,22,28.9,5,8,Normal Day,1
2018-08-24,mandi,33,19,1.6,6,8,Normal Day,1
2018-08-25,mandi,32,20,26.7,7,8,Onam or Thiru Onam Day (R),2
2018-08-26,mandi,21,29,5.6,1,8,Raksha Bandhan (R),2
2018-08-27,mandi,22,24,13.0,2,8,Normal Day,1
2018-08-28,mandi,13,25,27.7,3,8,Normal Day,1
2018-08-29,mandi,35,15,15.8,4,8,Normal Day,1
2018-08-30,mandi,48,29,9.5,5,8,Normal Day,1
2018-08-31,mandi,17,21,28.5,6,8,Normal Day,1
2018-09-01,mandi,38,19,32.8,7,9,Normal Day,1
2018-09-02,mandi,37,17,18.6,1,9,Normal Day,1
2018-09-03,mandi,10,19,31.0,2,9,Janmashtami (G),3
2018-09-04,mandi,14,17,8.7,3,9,Normal Day,1
2018-09-05,mandi,51,23,4.9,4,9,Normal Day,1
2018-09-06,mandi,1,27,20.2,5,9,Normal Day,1
2018-09-07,mandi,34,15,25.0,6,9,Normal Day,1
2018-09-08,mandi,39,26,9.4,7,9,Normal Day,1
2018-09-09,mandi,3,24,16.7,1,9,Normal Day,1
2018-09-10,mandi,1,25,10.6,2,9,Normal Day,1
2018-09-11,mandi,30,20,31.8,3,9,Normal Day,1
2018-09-12,mandi,17,28,26.1,4,9,Normal Day,1
2018-09-13,mandi,15,29,1.7,5,9,Vinayaka Chaturthi/Ganesh Chaturthi (R),3
2018-09-14,mandi,2,19,20.6,6,9,Normal Day,1
2018-09-15,mandi,38,25,7.6,7,9,Normal Day,1
2018-09-16,mandi,50,26,32.2,1,9,Normal Day,1
2018-09-17,mandi,15,16,21.2,2,9,Normal Day,1
2018-09-18,mandi,34,25,3.7,3,9,Normal Day,1
2018-09-19,mandi,33,18,18.3,4,9,Normal Day,1
2018-09-20,mandi,30,22,29.9,5,9,Normal Day,1
2018-09-21,mandi,17,21,17.6,6,9,Muharram (G),4
2018-09-22,mandi,10,19,26.3,7,9,Normal Day,1
2018-09-23,mandi,17,22,27.7,1,9,Normal Day,1
2018-09-24,mandi,5,26,2.9,2,9,Normal Day,1
2018-09-25,mandi,2,16,20.7,3,9,Normal Day,1
2018-09-26,mandi,43,27,7.5,4,9,Normal Day,1
2018-09-27,mandi,23,25,3.2,5,9,Normal Day,1
2018-09-28,mandi,11,21,19.5,6,9,Normal Day,1
2018-09-29,mandi,4,20,23.1,7,9,Normal Day,1
2018-09-30,mandi,25,22,23.1,1,9,Normal Day,1
2018-10-01,mandi,27,17,28.8,2,10,Normal Day,1
2018-10-02,mandi,51,27,31.9,3,10,Mahatma Gandhi's Birthday (G),2
2018-10-03,mandi,18,17,27.1,4,10,Normal Day,1
2018-10-04,mandi,22,26,11.9,5,10,Normal Day,1
2018-10-05,mandi,5,19,18.4,6,10,Normal Day,1
2018-10-06,mandi,46,23,12.2,7,10,Normal Day,1
2018-10-07,mandi,26,16,4.9,1,10,Normal Day,1
2018-10-08,mandi,26,27,11.1,2,10,Normal Day,1
2018-10-09,mandi,22,23,16.2,3,10,Normal Day,1
2018-10-10,mandi,43,29,17.2,4,10,Normal Day,1
2018-10-11,mandi,17,29,12.9,5,10,Normal Day,1
2018-10-12,mandi,8,24,28.6,6,10,Normal Day,1
2018-10-13,mandi,52,15,19.9,7,10,Normal Day,1
2018-10-14,mandi,22,29,18.0,1,10,Normal Day,1
2018-10-15,mandi,23,28,20.6,2,10,Normal Day,1
2018-10-16,mandi,45,28,15.6,3,10,Dussehra (Maha Saptami) (Additional) (R),3
2018-10-17,mandi,51,24,2.0,4,10,Dussehra (Maha Ashtami) (Additional) (R),3
2018-10-18,mandi,23,21,22.8,5,10,Dussehra (Maha Navmi) (R),3
2018-10-19,mandi,45,28,24.8,6,10,Dussehra (G),3
2018-10-20,mandi,35,16,15.1,7,10,Normal Day,1
2018-10-21,mandi,25,17,8.6,1,10,Normal Day,1
2018-10-22,mandi,10,21,12.9,2,10,Normal Day,1
2018-10-23,mandi,39,21,11.1,3,10,Normal Day,1
2018-10-24,mandi,44,20,11.3,4,10,Maharishi Valmiki's Birthday (R),3
2018-10-25,mandi,20,23,29.3,5,10,Normal Day,1
2018-10-26,mandi,3,23,22.5,6,10,Normal Day,1
2018-10-27,mandi,47,23,16.8,7,10,Karaka Chaturthi (Karva Chouth) (R),3
2018-10-28,mandi,34,18,18.0,1,10,Normal Day,1
2018-10-29,mandi,49,29,24.7,2,10,Normal Day,1
2018-10-30,mandi,41,26,4.9,3,10,Normal Day,1
2018-10-31,mandi,26,19,12.4,4,10,Normal Day,1
2018-11-01,mandi,45,16,8.6,5,11,Normal Day,1
2018-11-02,mandi,33,20,20.2,6,11,Normal Day,1
2018-11-03,mandi,6,19,4.1,7,11,Normal Day,1
2018-11-04,mandi,4,20,8.7,1,11,Normal Day,1
2018-11-05,mandi,30,28,6.8,2,11,Normal Day,1
2018-11-06,mandi,9,29,2.6,3,11,Deepavali (South India) (R),3
2018-11-07,mandi,31,21,2.5,4,11,Diwali (Deepavali) (G),3
2018-11-08,mandi,24,22,23.1,5,11,Govardhan Puja (R),3
2018-11-09,mandi,20,29,29.5,6,11,Bhai Duj (R),3
2018-11-10,mandi,15,26,30.2,7,11,Normal Day,1
2018-11-11,mandi,30,20,32.0,1,11,Normal Day,1
2018-11-12,mandi,2,22,23.9,2,11,Normal Day,1
2018-11-13,mandi,26,29,17.9,3,11,Pratihar Sashthi or Surya Sashthi (Chhat Puja) (R),3
2018-11-14,mandi,5,17,27.6,4,11,Normal Day,1
2018-11-15,mandi,4,20,31.8,5,11,Normal Day,1
2018-11-16,mandi,20,17,7.2,6,11,Normal Day,1
2018-11-17,mandi,1,15,17.8,7,11,Normal Day,1
2018-11-18,mandi,38,24,25.4,1,11,Normal Day,1
2018-11-19,mandi,36,19,17.0,2,11,Normal Day,1
2018-11-20,mandi,33,27,17.8,3,11,Normal Day,1
2018-11-21,mandi,10,20,11.6,4,11,Milad-un-Nabi or Id-e-Milad (Birthday of Prophet Mohammad) (G),4
2018-11-22,mandi,44,19,2.8,5,11,Normal Day,1
2018-11-23,mandi,2,16,11.1,6,11,Gur'u Nanak's Birthday (G),3
2018-11-24,mandi,37,18,8.9,7,11,Guru Teg Bahadur's Martyrdom Day (R),3
2018-11-25,mandi,11,23,25.1,1,11,Normal Day,1
2018-11-26,mandi,35,29,15.9,2,11,Normal Day,1
2018-11-27,mandi,5,28,4.2,3,11,Normal Day,1
2018-11-28,mandi,50,28,24.7,4,11,Normal Day,1
2018-11-29,mandi,11,28,30.7,5,11,Normal Day,1
2018-11-30,mandi,35,23,7.4,6,11,Normal Day,1
2018-12-01,mandi,22,17,30.4,7,12,Normal Day,1
2018-12-02,mandi,8,26,27.7,1,12,Normal Day,1
2018-12-03,mandi,14,25,26.2,2,12,Normal Day,1
2018-12-04,mandi,21,26,6.0,3,12,Normal Day,1
2018-12-05,mandi,14,19,26.9,4,12,Normal Day,1
2018-12-06,mandi,25,24,29.9,5,12,Normal Day,1
2018-12-07,mandi,18,27,19.6,6,12,Normal Day,1
2018-12-08,mandi,40,22,15.3,7,12,Normal Day,1
2018-12-09,mandi,38,28,29.6,1,12,Normal Day,1
2018-12-10,mandi,15,15,24.7,2,12,Normal Day,1
2018-12-11,mandi,33,15,8.2,3,12,Normal Day,1
2018-12-12,mandi,14,29,13.1,4,12,Normal Day,1
2018-12-13,mandi,51,19,29.8,5,12,Normal Day,1
2018-12-14,mandi,6,21,4.5,6,12,Normal Day,1
2018-12-15,mandi,8,17,20.9,7,12,Normal Day,1
2018-12-16,mandi,15,24,5.3,1,12,Normal Day,1
2018-12-17,mandi,52,29,20.6,2,12,Normal Day,1
2018-12-18,mandi,36,28,29.4,3,12,Normal Day,1
2018-12-19,mandi,33,27,5.7,4,12,Normal Day,1
2018-12-20,mandi,33,27,8.8,5,12,Normal Day,1
2018-12-21,mandi,2,28,7.3,6,12,Normal Day,1
2018-12-22,mandi,10,24,16.6,7,12,Normal Day,1
2018-12-23,mandi,13,15,4.1,1,12,Normal Day,1
2018-12-24,mandi,45,29,12.9,2,12,Christmas Eve (R),2
2018-12-25,mandi,15,22,20.1,3,12,Christmas Day (G),2
2018-12-26,mandi,29,27,18.1,4,12,Normal Day,1
2018-12-27,mandi,45,29,13.9,5,12,Normal Day,1
2018-12-28,mandi,51,16,1.2,6,12,Normal Day,1
2018-12-29,mandi,26,17,18.9,7,12,Normal Day,1
2018-12-30,mandi,20,25,20.0,1,12,Normal Day,1
2018-12-31,mandi,40,25,31.5,2,12,Normal Day,1
2019-01-01,mandi,23,20,8.1,3,1,New Year's Day (R),2
2019-01-02,mandi,43,29,10.0,4,1,Normal Day,1
2019-01-03,mandi,40,26,30.0,5,1,Normal Day,1
2019-01-04,mandi,33,28,4.0,6,1,Normal Day,1
2019-01-05,mandi,43,29,24.0,7,1,Normal Day,1
2019-01-06,mandi,48,26,4.1,1,1,Normal Day,1
2019-01-07,mandi,37,18,26.1,2,1,Normal Day,1
2019-01-08,mandi,49,22,21.6,3,1,Normal Day,1
2019-01-09,mandi,9,26,12.8,4,1,Normal Day,1
2019-01-10,mandi,14,20,3.3,5,1,Normal Day,1
2019-01-11,mandi,11,22,27.7,6,1,Normal Day,1
2019-01-12,mandi,37,21,4.7,7,1,Normal Day,1
2019-01-13,mandi,36,19,6.1,1,1,Guru Gobind Singh's Birthday (R),1
2019-01-14,mandi,1,20,27.6,2,1,Makar Sankranti (R),3
2019-01-15,mandi,51,29,10.8,3,1,Pongal (R),1
2019-01-16,mandi,47,22,20.3,4,1,Normal Day,1
2019-01-17,mandi,10,23,24.6,5,1,Normal Day,1
2019-01-18,mandi,26,18,26.0,6,1,Normal Day,1
2019-01-19,mandi,52,23,4.5,7,1,Normal Day,1
2019-01-20,mandi,38,23,28.4,1,1,Normal Day,1
2019-01-21,mandi,27,16,15.7,2,1,Normal Day,1
2019-01-22,mandi,43,16,30.2,3,1,Normal Day,1
2019-01-23,mandi,51,25,15.3,4,1,Normal Day,1
2019-01-24,mandi,7,20,6.4,5,1,Normal Day,1
2019-01-25,mandi,24,18,14.2,6,1,Normal Day,1
2019-01-26,mandi,43,15,12.4,7,1,Republic Day (G),2
2019-01-27,mandi,50,20,7.8,1,1,Normal Day,1
2019-01-28,mandi,17,19,17.3,2,1,Normal Day,1
2019-01-29,mandi,20,18,15.5,3,1,Normal Day,1
2019-01-30,mandi,40,20,28.3,4,1,Normal Day,1
2019-01-31,mandi,32,15,10.4,5,1,Normal Day,1
2019-02-01,mandi,51,27,13.5,6,2,Normal Day,1
2019-02-02,mandi,32,25,26.4,7,2,Normal Day,1
2019-02-03,mandi,45,28,6.9,1,2,Normal Day,1
2019-02-04,mandi,40,27,15.9,2,2,Normal Day,1
2019-02-05,mandi,14,17,2.9,3,2,Normal Day,1
2019-02-06,mandi,2,17,15.3,4,2,Normal Day,1
2019-02-07,mandi,50,20,14.9,5,2,Normal Day,1
2019-02-08,mandi,4,28,18.7,6,2,Normal Day,1
2019-02-09,mandi,39,15,11.5,7,2,Normal Day,1
2019-02-10,mandi,10,17,12.7,1,2,Basant Panchami / Sri Panchami (R),3
2019-02-11,mandi,33,17,21.4,2,2,Normal Day,1
2019-02-12,mandi,32,21,32.1,3,2,Normal Day,1
2019-02-13,mandi,8,16,28.5,4,2,Normal Day,1
2019-02-14,mandi,3,15,18.5,5,2,Normal Day,1
2019-02-15,mandi,8,22,7.1,6,2,Normal Day,1
2019-02-16,mandi,37,20,11.7,7,2,Normal Day,1
2019-02-17,mandi,28,17,29.2,1,2,Normal Day,1
2019-02-18,mandi,35,29,23.9,2,2,Normal Day,1
2019-02-19,mandi,46,22,23.9,3,2,Guru Ravidas's Birthday (R),3
2019-02-20,mandi,52,25,31.6,4,2,Normal Day,1
2019-02-21,mandi,14,19,5.3,5,2,Normal Day,1
2019-02-22,mandi,18,29,11.2,6,2,Normal Day,1
2019-02-23,mandi,33,21,21.1,7,2,Normal Day,1
2019-02-24,mandi,48,21,27.9,1,2,Normal Day,1
2019-02-25,mandi,29,27,28.8,2,2,Normal Day,1
2019-02-26,mandi,1,26,23.3,3,2,Normal Day,1
2019-02-27,mandi,11,29,20.8,4,2,Normal Day,1
2019-02-28,mandi,3,24,27.2,5,2,Normal Day,1
2019-03-01,mandi,20,21,1.9,6,3,Swami Dayananda Saraswati Jayanti (R),3
2019-03-02,mandi,30,19,11.8,7,3,Normal Day,1
2019-03-03,mandi,44,23,14.8,1,3,Normal Day,1
2019-03-04,mandi,22,17,31.2,2,3,Maha Shivaratri (G),2
2019-03-05,mandi,10,26,5.3,3,3,Normal Day,1
2019-03-06,mandi,46,28,16.4,4,3,Normal Day,1
2019-03-07,mandi,17,21,26.4,5,3,Normal Day,1
